"logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
0.990183333333333,2.90077166666667,3.80837713947659,0.000967980920523932,0.0754508318979222,-0.628509005826735,"ATAD5"
-1.98492666666667,5.80099666666667,-3.8049156406651,0.000976131351619535,0.0754508318979222,-0.635989138052624,"ANKRD6"
2.01545166666667,5.06995083333333,3.80467323086314,0.000976704664441409,0.0754508318979222,-0.636512941913055,"PECAM1"
-2.049625,4.76704083333333,-3.8043796204545,0.000977399515431717,0.0754508318979222,-0.637147375413459,"AVL9"
1.75470833333333,5.10702583333333,3.80299680255042,0.000980678634590081,0.0754508318979222,-0.640135285792034,"CCDC93"
-1.71156333333333,4.48942166666667,-3.80155735829037,0.000984103587728588,0.0754508318979222,-0.643245404907066,"TCTA"
-1.91006666666667,5.55886,-3.79579319024067,0.000997937496463868,0.0759387852032752,-0.655698185777555,"ARV1"
2.64008666666667,3.78432,3.79489677280458,0.00100010608736834,0.0759387852032752,-0.657634568363822,"NPTX2"
-1.78901833333333,4.11117416666667,-3.79255751751363,0.00100578711881767,0.0759387852032752,-0.662687397208471,"CCT5"
1.52473166666667,3.88037083333333,3.79021249437291,0.00101151417089226,0.0759387852032752,-0.667752279171785,"SGSM2"
0.981453333333334,2.96977666666667,3.78925989592383,0.00101384981675524,0.0759387852032752,-0.669809625814371,"PLB1"
1.66212666666667,3.29161333333333,3.78674595188674,0.00102003930125632,0.0759387852032752,-0.67523871815996,"BAIAP3"
1.54647333333333,4.007695,3.78575979218777,0.00102247747162775,0.0759387852032752,-0.677368291227793,"LIMS2"
1.18754,3.03782833333333,3.78459113198291,0.00102537431181163,0.0759387852032752,-0.67989187240696,"CD93"
